key,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
37942404,30.9,2011-11-18 09:51:00 UTC,-73.995888,40.759078,-73.865005,40.770452,1
29024472,26.9,2009-08-30 14:03:55 UTC,-73.990137,40.756007,-73.929361,40.774553,1
29350780,9,2014-02-19 18:02:00 UTC,-73.95828,40.7689,-73.97351,40.782907,5
30977645,4.1,2011-02-20 21:01:58 UTC,-73.977633,40.753166,-73.981589,40.757359,1
7290820,14.9,2011-02-04 11:48:00 UTC,-73.962218,40.640218,-73.968043,40.640505,1
47729464,6.5,2009-07-31 09:29:00 UTC,-74.000545,40.737462,-74.009545,40.713217,5
46435788,43,2015-05-15 18:58:16 UTC,-73.86270142,40.76895905,-73.9990921,40.74182892,2
7215780,8,2012-12-04 22:12:00 UTC,-73.984463,40.742792,-73.97735,40.761375,5
40831100,6,2015-04-21 01:38:11 UTC,-73.95018768,40.7192955,-73.94046021,40.72421265,1
31282042,4,2013-05-03 18:26:00 UTC,-73.988752,40.758687,-73.98508,40.773772,1
20318457,3.7,2010-03-30 21:29:00 UTC,-73.984218,40.732007,-73.979443,40.727617,5
21080437,10.1,2012-03-07 17:34:45 UTC,-73.99268,40.768321,-74.00233,40.746864,2
5838487,18,2015-01-30 22:04:27 UTC,-73.95474243,40.68746948,-73.98821259,40.73051071,1
52854856,5.7,2009-02-04 18:22:03 UTC,-73.988433,40.737176,-73.981018,40.747329,1
21689516,6.5,2012-06-10 15:18:00 UTC,-73.964187,40.757303,-73.983382,40.743835,1
40522164,35.3,2009-05-15 21:06:32 UTC,-73.776743,40.645374,-73.913408,40.745943,1
2111231,6.1,2012-07-19 17:49:00 UTC,-73.997893,40.735897,-74.006543,40.746245,5
38160009,4.9,2011-06-19 18:23:00 UTC,-73.985758,40.753255,-73.98142,40.746513,1
10540899,6.1,2011-07-22 22:06:41 UTC,-73.9956,40.754782,-74.002493,40.734401,1
10601778,10,2013-02-25 15:56:00 UTC,-73.976022,40.76004,-73.982853,40.74504,1
26536581,10.5,2014-06-15 15:25:59 UTC,-73.988604,40.778445,-73.994931,40.749954,1
52914369,8.9,2012-04-25 18:17:58 UTC,-73.997975,40.720503,-74.001847,40.737797,1
17358122,6.5,2010-08-20 19:39:48 UTC,0,0,0,0,1
55198695,13,2013-03-28 14:03:00 UTC,-74.006395,40.749657,-73.978468,40.753897,5
9147772,6.9,2012-01-25 00:20:00 UTC,-73.990318,40.737122,-73.97627,40.744955,1
14653045,9.7,2009-11-02 09:27:00 UTC,-73.982613,40.771843,-73.978862,40.754318,2
48128338,10.1,2009-09-12 01:47:00 UTC,-73.980253,40.765255,-73.974253,40.731925,2
40598638,9.7,2011-07-06 17:15:14 UTC,-73.954797,40.767289,-73.974788,40.754888,1
8791172,5.3,2010-09-21 12:38:00 UTC,-73.956158,40.781593,-73.966138,40.773645,1
14280426,5.7,2010-01-14 06:47:15 UTC,-73.991201,40.750336,-73.977786,40.75239,1
26009783,7.5,2014-11-10 05:48:48 UTC,-73.975132,40.73302,-73.977113,40.752058,1
30203807,10.5,2010-09-10 16:28:00 UTC,-73.995627,40.749295,-73.965087,40.77161,1
38938355,6.1,2010-11-24 18:13:00 UTC,-73.985523,40.760627,-73.989185,40.774452,1
31583447,6.5,2015-04-04 22:40:32 UTC,-74.00299072,40.73112869,-74.00541687,40.74004364,1
1988725,7.7,2009-01-04 13:51:00 UTC,-73.962497,40.76308,-73.98472,40.736343,1
40863188,6.9,2010-03-20 15:43:00 UTC,0,0,0,0,2
37286529,6.1,2010-09-22 00:13:20 UTC,-74.001561,40.735996,-73.986623,40.74737,2
13917019,8.9,2009-06-02 00:29:00 UTC,-74.008055,40.711553,-73.997185,40.679587,1
53369902,9,2013-08-18 01:30:00 UTC,-73.978163,40.74563,-73.952042,40.773192,2
42367206,15,2014-09-23 00:15:52 UTC,-73.994126,40.750917,-73.949428,40.781336,1
34326211,15,2015-01-14 21:56:18 UTC,-73.98861694,40.74912643,-73.95635986,40.74752045,4
17436771,12.9,2009-09-03 14:52:00 UTC,-74.010698,40.710985,-73.991138,40.750717,1
33481580,7.5,2014-04-21 20:40:00 UTC,-73.976543,40.788207,-73.954575,40.777842,1
27401654,9.5,2015-04-06 19:31:59 UTC,-74.0065918,40.74441147,-73.9863739,40.74319077,2
29572239,5.3,2011-09-13 12:05:30 UTC,-73.965744,40.754379,-73.9672,40.765067,1
10381393,8,2015-02-10 15:21:15 UTC,-73.99436951,40.7466774,-73.97766876,40.73911667,1
27114350,11.3,2009-12-01 11:47:00 UTC,-73.944435,40.778137,-73.980463,40.782295,3
26097408,38.54,2015-06-16 09:54:20 UTC,-73.86276245,40.7687912,-73.97873688,40.75304031,6
23831436,6.1,2009-09-04 10:58:06 UTC,-73.968942,40.785745,-73.963131,40.774204,1
11373696,18,2015-02-13 23:24:04 UTC,-73.98103333,40.75872803,-73.95498657,40.73442078,2
36637366,6,2015-04-04 11:38:38 UTC,-73.98799133,40.7493782,-73.98880768,40.75851822,1
24780231,12.5,2013-05-10 15:10:00 UTC,-73.991377,40.70255,-73.999735,40.734407,1
20784752,16.5,2010-04-13 00:10:05 UTC,-73.987152,40.750756,-73.90238,40.741637,1
30446427,5.5,2013-01-30 14:17:55 UTC,-73.974978,40.762812,-73.981365,40.756102,1
30087952,13.7,2011-10-19 10:19:31 UTC,-73.992956,40.754508,-73.999118,40.722575,1
43372207,8.9,2010-11-15 18:45:00 UTC,-74.00662,40.704113,-74.009975,40.735007,1
9127290,4,2015-02-10 05:50:51 UTC,-73.94662476,40.77677917,-73.95352936,40.77990723,5
30246428,4.9,2010-05-24 17:57:00 UTC,-73.976452,40.780742,-73.980342,40.770673,2
31449635,4.9,2010-06-01 14:13:38 UTC,-73.968681,40.754807,-73.97859,40.756029,1
31451546,8.5,2012-09-19 13:52:17 UTC,-73.958542,40.780734,-73.975443,40.777022,2
19725860,3.7,2011-02-14 10:17:48 UTC,-73.980351,40.780344,-73.980011,40.785561,1
5154278,6.5,2014-06-24 09:52:00 UTC,-74.015122,40.715795,-74.008495,40.72814,5
17180598,4.9,2009-09-08 20:54:13 UTC,-73.97647,40.735987,-73.981563,40.728817,1
13392014,9.3,2012-01-12 16:39:00 UTC,-73.954282,40.764102,-73.973425,40.782708,1
19277580,29,2012-10-16 13:13:00 UTC,-73.8709,40.7738,-73.981742,40.767455,1
38125478,6.5,2010-01-29 19:26:41 UTC,-73.985129,40.778954,-73.980585,40.765687,1
5461708,8.2,2009-01-26 20:46:01 UTC,-73.98349,40.765833,-73.961351,40.768866,1
7751113,11,2013-05-30 20:38:11 UTC,-73.988536,40.753911,-73.989873,40.726236,3
54642873,4.5,2014-01-22 21:01:18 UTC,-73.992937,40.75778,-73.992937,40.75778,1
27506709,4.5,2013-06-08 07:24:00 UTC,-73.992667,40.753087,-73.986788,40.761582,5
51756123,9,2014-04-19 02:10:00 UTC,-73.997222,40.763667,-74.010617,40.730022,3
17269533,14.5,2010-07-14 17:38:00 UTC,0.001782,0.00738,0.000875,0.00567,1
54793835,5,2013-10-14 20:28:00 UTC,-73.97274,40.798322,-73.961262,40.806462,1
8293300,7.3,2012-06-26 08:43:49 UTC,-73.989391,40.752278,-73.972785,40.74995,1
5009370,9.5,2015-02-26 02:30:00 UTC,-73.98402405,40.72166061,-74.01074982,40.71681213,1
36309121,7.5,2015-02-18 01:55:20 UTC,-74.00408173,40.74240112,-73.98440552,40.74317169,1
20868327,7.7,2010-11-13 00:25:33 UTC,-73.974445,40.764015,-73.983595,40.744184,2
32588688,9.7,2009-05-26 21:57:00 UTC,-74.007912,40.73873,-73.977505,40.761727,1
38184582,15,2015-01-16 19:54:02 UTC,-74.00211334,40.75183868,-73.99172211,40.7264595,1
17545146,8,2013-05-16 22:16:45 UTC,-73.995759,40.759149,-73.991388,40.750227,3
8052480,13.7,2010-10-06 19:29:00 UTC,-73.985623,40.763017,-74.009812,40.719408,5
5214708,6,2015-01-10 12:39:47 UTC,-73.98212433,40.75581741,-73.9708252,40.75574875,1
53047121,7.7,2011-06-17 21:30:00 UTC,-73.977147,40.789653,-73.954115,40.773782,5
29154546,10.5,2011-09-14 20:56:00 UTC,-73.981387,40.758807,-73.947467,40.779305,1
51762242,22,2013-01-30 18:53:09 UTC,-73.983363,40.744282,-73.973965,40.795451,1
31785067,7.5,2014-03-25 20:14:00 UTC,-73.97287,40.76444,-73.98842,40.76914,1
17010919,11.5,2015-02-25 19:43:28 UTC,-73.96995544,40.78917694,-73.94616699,40.77772903,5
3653533,4.5,2012-03-02 20:16:00 UTC,-73.98613,40.763425,-73.977522,40.765007,5
32235333,8.1,2011-05-05 20:41:00 UTC,-73.96494,40.775277,-73.975652,40.791703,1
17711691,14.5,2012-01-25 10:01:00 UTC,-73.954252,40.7665,-73.989683,40.736847,1
2415914,18,2012-11-17 23:42:10 UTC,-73.965344,40.806353,-73.976358,40.750622,1
30864447,8.1,2010-09-10 01:17:00 UTC,-73.982563,40.727365,-73.953233,40.777548,1
29942923,4.5,2011-09-13 13:21:49 UTC,-73.995027,40.744631,-74.000213,40.7352,1
41777976,3.3,2011-10-08 20:06:00 UTC,-74.001113,40.741735,-73.998253,40.745095,3
13293785,19.7,2012-05-13 13:54:45 UTC,-73.963411,40.798469,-74.000779,40.729345,1
49798166,8.1,2012-04-14 02:17:00 UTC,-73.981785,40.763397,-74.004152,40.742437,1
39400897,6.5,2010-09-24 12:14:00 UTC,-73.972497,40.75278,-73.95885,40.763898,3
49202586,14.5,2014-05-28 01:00:00 UTC,-74.005477,40.738575,-73.972722,40.756735,5
51452192,24,2009-05-12 10:32:00 UTC,-73.981558,40.783752,-73.900931,40.893366,1
45317989,10.5,2012-08-07 20:53:18 UTC,-73.96593,40.805358,-73.949923,40.778868,1
41858701,8.9,2009-09-24 16:21:42 UTC,-73.95208,40.790119,-73.963637,40.79809,1
13472186,14.1,2011-04-03 00:01:40 UTC,-74.00019,40.718336,-73.956801,40.764745,1
12508194,6.1,2012-03-22 07:14:24 UTC,-73.965017,40.764308,-73.981057,40.760887,1
928784,7.3,2011-04-22 10:14:49 UTC,-73.984784,40.736512,-73.976727,40.751746,1
17076715,23,2012-11-14 21:24:52 UTC,-73.863088,40.769212,-73.95195,40.729382,1
17424218,5.3,2009-11-16 21:23:00 UTC,-74.00921,40.706383,-74.009173,40.716762,1
6403066,45,2010-11-13 07:21:00 UTC,-73.971663,40.757812,-73.789273,40.64179,1
44645532,20.1,2011-06-08 04:32:42 UTC,-73.990166,40.756562,-73.923268,40.825475,2
416416,5.7,2011-11-04 01:30:04 UTC,-74.001563,40.739345,-74.008126,40.723898,1
49651743,3.7,2009-03-24 23:06:00 UTC,-73.974302,40.761193,-73.971943,40.759643,5
11719767,5.5,2013-09-03 07:36:50 UTC,-73.985698,40.748747,-73.974357,40.744135,1
13246898,6.1,2010-05-15 19:25:39 UTC,-73.978788,40.755519,-73.975802,40.765463,1
20519721,8.5,2011-01-16 00:21:00 UTC,-73.959753,40.777137,-73.966547,40.804235,1
34023783,4.1,2010-05-26 16:15:00 UTC,-73.959427,40.774613,-73.952647,40.780213,5
38970654,8,2015-05-01 17:29:32 UTC,-73.99208069,40.75920868,-73.98408508,40.78045654,1
40845743,9.5,2013-09-21 18:38:40 UTC,-73.995559,40.695197,-73.974702,40.687741,1
17781331,17.5,2009-02-17 18:07:37 UTC,-73.97411,40.750564,-73.88238,40.755801,1
23083708,4.1,2009-05-11 19:55:08 UTC,-73.959091,40.799481,-73.967406,40.802026,1
16496513,15.7,2011-06-07 22:37:09 UTC,-73.9773,40.7519,-74.0125,40.7015,1
1573188,5.3,2009-05-31 05:41:33 UTC,-73.934317,40.797407,-73.917871,40.807013,1
49180723,9.7,2010-06-16 19:34:22 UTC,-74.012526,40.707816,-73.987547,40.744759,2
52842120,8.9,2012-03-03 21:56:00 UTC,-74.007392,40.733257,-73.987243,40.729388,4
55118441,9.5,2013-12-19 14:45:00 UTC,-73.978083,40.788452,-73.979435,40.771332,1
51449542,29.5,2014-01-21 14:58:00 UTC,-73.99119,40.750195,-74.006843,40.705932,3
11242259,18,2015-04-07 21:53:08 UTC,-73.99681854,40.73598862,-73.96781921,40.79391861,1
44829723,23.7,2009-08-05 09:50:27 UTC,-73.953172,40.787591,-74.014671,40.709887,1
31509903,6,2014-03-19 10:32:00 UTC,-73.993362,40.733317,-73.995473,40.740992,1
12636677,24,2014-04-13 12:25:00 UTC,-73.97833,40.76347,-73.96477,40.80675,1
24085207,49.8,2012-07-29 17:04:36 UTC,-73.992122,40.748577,-73.806072,40.665272,1
3778526,3.7,2009-03-01 09:10:14 UTC,-73.983436,40.746818,-73.988475,40.73988,1
54928616,4.9,2012-06-02 22:07:00 UTC,-73.982445,40.775478,-73.988803,40.763712,1
1842891,7.7,2011-12-09 21:47:00 UTC,-73.97313,40.764152,-73.987082,40.748315,1
38589960,7.3,2009-02-18 08:48:00 UTC,-73.993193,40.749672,-74.007682,40.731123,5
14190887,4.1,2011-10-11 22:04:14 UTC,-73.962199,40.776363,-73.971793,40.765764,1
42307589,7,2014-08-20 22:24:00 UTC,-73.97203,40.75652,-73.98601,40.75225,2
1032411,9.7,2011-11-15 21:22:52 UTC,-73.98963,40.735626,-73.985599,40.763121,1
7083160,4.5,2012-02-02 13:56:00 UTC,-73.992378,40.728833,-73.988072,40.73502,1
12487121,12.5,2015-05-07 08:12:06 UTC,-73.98022461,40.73517609,-74.01091766,40.70179749,1
7891124,7.3,2012-03-03 21:43:30 UTC,-73.968164,40.800219,-73.95713,40.786022,1
45863790,4.1,2011-06-17 12:28:00 UTC,0,0,0,0,5
47390654,4,2012-10-09 18:39:00 UTC,-73.934953,40.800987,-73.941032,40.798385,5
38076415,7.7,2011-01-25 16:02:47 UTC,-73.975506,40.75789,-73.96085,40.774992,1
12938380,12.9,2011-01-14 19:51:00 UTC,-73.992457,40.72877,-73.9608,40.7782,1
3885476,8,2013-11-10 06:31:00 UTC,-73.975213,40.757695,-73.99458,40.750235,2
41458016,6.5,2012-08-12 14:05:43 UTC,-73.999166,40.739403,-73.988351,40.743763,1
30433608,11.5,2015-01-31 21:23:24 UTC,-73.97068024,40.7580719,-74.00410461,40.74281311,1
50164779,7.3,2009-03-07 14:04:15 UTC,-73.961613,40.77709,-73.96409,40.799774,1
34207430,7.3,2010-03-31 06:52:00 UTC,-73.992758,40.737167,-73.970655,40.756222,5
271308,14.1,2010-06-08 15:29:00 UTC,-73.982623,40.772747,-74.004793,40.729552,1
53004426,4.5,2012-06-10 21:54:10 UTC,-73.977202,40.790112,-73.981512,40.781237,1
18285176,5.5,2014-10-04 19:10:47 UTC,-73.968895,40.764276,-73.978191,40.759646,2
41862524,8.9,2009-08-06 21:02:00 UTC,-73.98778,40.738603,-73.964832,40.770175,1
1834255,15,2013-03-05 22:01:08 UTC,-73.96563,40.761996,-73.964498,40.792631,2
6149840,4.1,2012-04-03 12:15:11 UTC,-73.983534,40.752177,-73.979711,40.744552,1
47000984,10.5,2015-03-10 15:28:28 UTC,-73.98123932,40.75287628,-73.9952774,40.72617722,6
41603814,8.5,2012-09-12 11:12:03 UTC,-73.968162,40.79208,-73.954524,40.778969,1
30703037,8.1,2011-09-01 08:31:00 UTC,-73.96973,40.756707,-73.988013,40.764767,1
39396724,9.7,2009-08-01 20:38:00 UTC,-73.983922,40.755333,-73.996402,40.727303,1
49487767,4.9,2009-09-30 15:56:00 UTC,-73.978252,40.754508,-73.985235,40.762977,3
26165376,8,2012-12-12 09:27:17 UTC,-73.970091,40.758928,-73.960977,40.770837,1
33974758,13.7,2012-03-08 09:53:00 UTC,-74.002136,40.750918,-73.95666,40.788512,2
48030313,10.5,2015-04-07 20:20:02 UTC,-73.98741913,40.73284912,-73.97187042,40.74716949,2
25386278,10.5,2009-07-23 18:45:00 UTC,-73.969433,40.757445,-73.992628,40.737392,1
43519750,12,2014-09-18 11:13:28 UTC,-73.959571,40.76283,-73.975622,40.760601,1
2787996,5,2014-09-13 01:41:42 UTC,-73.988312,40.724045,-73.981047,40.73623,1
43063665,7.3,2010-07-31 09:50:36 UTC,-73.982333,40.76893,-73.993554,40.747,1
49584701,17,2014-06-18 00:15:00 UTC,-73.984753,40.737152,-73.944553,40.700412,2
11096617,7,2013-09-10 22:13:00 UTC,-74.002865,40.733287,-74.0095,40.715502,1
33511324,7.3,2011-02-14 20:34:00 UTC,-73.961983,40.810355,-73.976615,40.786607,2
41620024,7.7,2010-02-14 14:06:21 UTC,-73.983361,40.761332,-73.972963,40.780317,1
38396210,24,2013-06-24 17:13:00 UTC,-73.989998,40.76197,-73.990757,40.70026,1
34757257,4.9,2012-05-14 06:58:37 UTC,-73.986022,40.76803,-73.976668,40.760718,1
9837030,13,2012-11-04 20:19:00 UTC,-73.993753,40.762232,-73.988392,40.727412,1
29799869,5.5,2014-02-02 10:39:22 UTC,-73.982129,40.772748,-73.977427,40.784339,1
7242916,5.7,2011-03-11 15:22:53 UTC,-73.980482,40.785602,-73.968586,40.799888,3
27248527,9.3,2012-08-21 08:28:56 UTC,-73.983086,40.735028,-74.008471,40.720085,1
49331309,6.5,2009-05-15 19:44:02 UTC,-73.995037,40.739985,-73.978383,40.762292,2
54974521,5,2015-04-15 07:45:09 UTC,-73.99124146,40.74974442,-73.98625183,40.74415588,1
48088792,17,2013-09-13 00:54:00 UTC,-73.952872,40.791805,-74.003257,40.732767,1
20618821,5.5,2013-01-11 07:28:00 UTC,-73.945415,40.77833,-73.955122,40.77777,1
39045600,4.9,2010-03-09 22:48:00 UTC,-73.982557,40.771522,-73.989135,40.774365,2
20850316,23,2013-10-25 17:10:43 UTC,-73.962038,40.810655,-73.969157,40.756785,1
8758303,7.5,2014-11-03 12:57:37 UTC,-73.980421,40.720552,-73.984562,40.729687,1
5347854,4.9,2012-03-20 18:27:20 UTC,-73.98611,40.74594,-73.991732,40.735342,1
10127907,9.5,2015-02-24 11:56:02 UTC,-73.98890686,40.6922226,-74.00469971,40.71613312,1
11437730,14,2014-11-02 14:49:00 UTC,-73.993047,40.742667,-73.972472,40.764817,1
52912994,16.9,2012-02-19 19:42:06 UTC,-74.000457,40.742486,-73.923371,40.761095,1
